序号,物料名称,规格/尺寸,总数量,回收数量,损坏数量,回收人,回收时间,备注
1,易拉宝,,,,
2,横幅,,,,
3,道旗,,,,
4,背景板,,,,
5,帐篷,,,,
6,桌椅,,,,
7,电源插排,,,,
8,话筒,,,,
9,音响,,,,
10,投影仪,,,,
11,幕布,,,,
12,摄像机,,,,
13,相机,,,,
14,三脚架,,,,
15,灯光,,,,
16,对讲机,,,,
17,工作人员T恤,,,,
18,其他,,,,
